name,image_url,description,cuisine,course,diet,ingredients,instructions,calories,carbs,protein,fiber
Paneer Methi Paratha,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/0-Archana/Stuffed_Paneer_Methi_Paratha_Recipe-4.jpg,"Paneer Methi Paratha Recipe is made from whole wheat flour dough stuffed with finely chopped methi leaves and freshly made paneer, spiced up with green chillies and cumin powder. The Paneer Paratha can make a meal in itself and served with a pickle and some yogurt or raita. The paratha makes a great lunch box as well, as it does not brittle and remains soft when heated in a microwave oven.",North Indian Recipes,North Indian Breakfast,Vegetarian,"
Ingredients for dough

							 		2 cups Whole Wheat Flour 

							 		1/2 teaspoon Salt 

							 		1 teaspoon Oil 
Ingredients for paneer paratha stuffing

							 		1 cup Paneer (Homemade Cottage Cheese)							 		, crumbled							 	

							 		1 teaspoon Cumin powder (Jeera)							 		, roasted and ground							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 Onion							 		, finely chopped							 	

							 		1/2 cup Methi Leaves (Fenugreek Leaves)							 		, finely chopped							 	

Salt							 		, to taste							 	
","To begin making the Paneer Methi Paratha Recipe, we will first need to make the dough for the parathas. In a large bowl add in 2 cups of whole wheat flour and some salt. Use your fingers and stir in the salt into the flour.Add water a little at a time and knead to make soft, pliable dough. Knead dough for a couple of minutes until the dough is smooth and elastic. Use the fold press and knead motion to make the dough smooth.Next we will add a teaspoon of oil to coat the dough and knead little more. You want a dough that will be soft smooth and not sticky.Next we will divide the dough into 14 to 16 equal portions. Cover the dough and allow the dough to rest until you the feeling ready.While the dough is resting, lets prepare the filling for the parathas. I am going to be using homemade paneer as it makes the parathas softer, but you can use store bought paneer as well.In a large bowl; add in the homemade paneer. Use your fingers or a fork and begin to crumble the cottage cheese.Â Next add in 1 large chopped onion, lots of chopped methi leaves, finely chopped green chillies, cumin powder, and salt. Combine all the ingredients well.Divide the filling into 10 to 12 equal portions. This process of dividing and keeping the portions of dough and filling ready, helps you gauge the number of parathas you can make and if you need more or less of the filling.Take a paratha dough portion dust it in flour and flatten it on the rolling board by pressing it down. Roll the dough out into approximately 3 inch diameter circles dusting with flour in between to prevent the dough from sticking to the surface. Place this rolled dough to the side.Take another dough portion, dust it with flour again and roll into approximately 3 inch diameter circle.Now place the a portion of the filling onto the circle and spread it evenly around.Â Next, take the other rolled portion of the dough and place it over the filling.Press and fold the edges so that the filling does not come out while cooking the paratha. Once sealed press down the paneer paratha with your palms to release any air pockets. And give it a gentle roll with the pin to even it out. Proceed the same way with the remaining paratha dough and filling portions.Now we will get into the final steps of cooking a paneer methi paratha, preheat a skillet on medium heat and place the filled dough.Allow it to cook on medium heat for about 30 to 45 seconds and flip over. Add this stage add a teaspoon of ghee or oil and spread it around the paneer paratha.Flip again, so the oiled side can cook on the skillet. Spread a little more ghee and keep pressing the paneer parathas while on the skillet to cook the paratha evenly from inside out.Do the flipping over process a couple of times until both sides get cooked, browned and crisp evenly. Make sure you cook on medium heat as it allows the parathas to get a crisp on the outside and yet soft texture.Once the paneer paratha is cooked transfer to a plate. Continue to the remaining dough portions the same way.Serve the Stuffed Paneer Methi Paratha Recipe along with aÂ RaitaÂ for a wholesome breakfast or dinner.",379,72.9764,23.9728,25.5403
Tomato Poha,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/nithya.anantham/Tomato_Poha_With_Peas_Recipe.jpg,Poha or flattened rice are the most preferred quick breakfast option on rushed mornings. Having poha regularly can help prevent iron deficiency as every 100g raw rice flakes contains 20 mg of iron. Flattened rice are also light and easy to digest making it a perfect food for weight loss.Â ,North Indian Recipes,North Indian Breakfast,Vegetarian,"

							 		2 cups Poha (Flattened rice) 

							 		1/2 cup Green peas (Matar)							 		, blanched							 	

							 		1 Onion							 		, finely chopped							 	

							 		3 Tomatoes							 		, finely chopped							 	

							 		1 Green Chilli							 		, finely chopped							 	

							 		2 cloves Garlic							 		, roughly pounded							 	

							 		1 teaspoon Fennel seeds (Saunf)							 		, roughly pounded							 	

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/4 teaspoon Asafoetida (hing) 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Red Chilli powder 

							 		1 teaspoon Coriander Powder (Dhania) 

							 		1 sprig Curry leaves 

							 		2 tablespoons Coriander (Dhania) Leaves							 		, finely chopped for garnish							 	

							 		2 teaspoons Oil 

							 		2 teaspoons Lemon juice 

Salt							 		, to taste							 	
","To begin making the Tomato Poha With Peas Recipe, wash the poha in running water and drain it using a strainer and keep aside.Blanch the green peas in hot water and keep aside. Heat oil in a wok, add mustard seeds and let it crackle.Once the seeds have crackled add the roughly pounded fennel seeds and garlic to the pan and saute till the garlic turns golden brown.Once done add the asafoetida, curry leaves and let it splutter. Add the onions and saute until it turns translucent.Add in the tomatoes, green chilli and saute until the tomatoes turn a bit mushy.Now, add the turmeric, red chilli and coriander powder, and saute for a minute.Add in the drained poha, season with salt and mix everything gently.Cover it with a lid and let it cook for 10 minutes until the poha is cooked completely.Once done, add the lemon juice, garnish with coriander leaves, mix well and turn off the heat. Transfer the Tomato Poha to a serving plate and serve.Serve Tomato Poha With Peas Recipe along withÂ Cocoa Banana Almond Date SmoothieÂ for a quick breakfast or for kids lunch box along with some cut fruits and nuts.",384,75.7796,21.97338333,24.7105
Potato Onion Cheela,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Potato_Onion_Cheela_1600.jpg,If you are bored with your daily breakfast schedule then this recipe is perfect for you. It is easy to make this recipe and they taste delicious.Â Potato Onion Cheela is made with potato and onion with gram flour and is flavoured with the everyday masalas.,Indian,North Indian Breakfast,Vegetarian,"

							 		2 Potato (Aloo)							 		, finely grated							 	

							 		1 Onion							 		, finely chopped							 	

							 		3 tablespoons Gram flour (besan) 

							 		2 tablespoon Whole Wheat Flour 

							 		1 teaspoon Red Chilli powder 

Salt							 		, to taste							 	

							 		1 teaspoon Cumin powder (Jeera) 

							 		1/2 teaspoon Black pepper powder 

Water							 		, as required							 	

Nutralite Garlic & Oregano Spread							 		, as required							 	
","To begin making the Potato Onion Cheela recipe, add finely grated potatoes for 5 minutes in cold water.Take a bowl, add gram flour and whole wheat flour. Add red chilli powder, cumin powder, black pepper powder and salt to taste. Add water and make a smooth batter.Take grated potato out from cold water and add it to the gram and whole wheat batter. Mix it well and keep it aside.Heat one tablespoon Nutralite Garlic & Oregano Spread in a nonstick pan, spread one portion of potato and onion mixture on the pan thinly and cook, turning sides until crisp and properly cooked. Serve hot.ServeÂ Potato Onion Cheela along withÂ Dhaniya Pudina Chutney,Â Tomato ChutneyÂ or any other chutney for your breakfast or with Masala Chai during your tea time break.",388,88.823,10.5136,11.9297
Rajma Stuffed Paratha,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl_sunitha/Rajma_and_Horse_gram_Stuffed_Paratha_Recipe.jpg,"Rajma and Horse gram Stuffed Paratha Recipe is a diabetic friendly dish for all those who are seeking to eat a healthy stuffed paratha. Both the lentils are a key ingredient to be a part in one’s diet as it contains good amount of nutrients like proteins, carbs and fiber. They are soaked and cooked together and then mixed with some Indian spice and stuffed into a whole wheat paratha. This paratha will fill you just like that without any other accompaniments except for a bowl of curd.",Punjabi,North Indian Breakfast,Vegetarian,"
For the stuffing

							 		1 cup Rajma (Large Kidney Beans)							 		, soaked for 8 hours							 	

							 		1/2 cup Horse Gram Dal (Kollu/ Kulith)							 		, soaked for 8 hours							 	

							 		1 Onion							 		, finely chopped							 	

							 		1 Green Chilli							 		, finely chopped							 	

							 		1 teaspoon Cumin seeds (Jeera) 

							 		1 teaspoon Coriander Powder (Dhania) 

							 		2 teaspoon Red Chilli powder 

							 		1 teaspoon Amchur (Dry Mango Powder) 

							 		1 teaspoon Garam masala powder 

							 		1 teaspoon Black pepper powder 

Salt							 		, to taste							 	
For the dough

							 		1 cup Whole Wheat Flour 

							 		2 tablespoon Oil 

Water							 		, to knead 							 	
","To begin making the Rajma and Horse gram Stuffed Paratha Recipe into a bowl add the wheat flour, cooking oil and add water slowly and knead it into a firm and non-sticky dough. Cover and  keep aside.Pressure cook the soaked lentils in the pressure cooker with 1 cup water for about 4 whistle. After 4 whistles reduce the heat and cook for 5 more minute and switch it off. Release the pressure naturally and the drain all the water.Allow the lentils to cool  down and then grind the cooked lentils into a coarse mixture and keep it aside.Now to make the stuffing, heat a sauce pan, crackle the cumin seeds and sauté the onions till translucent. Once done add the coarsely ground lentils along with spice powders and mix well. Cook for another 10 minutes.Now to begin making the paratha, keep some flour aside for dusting. Divide the dough into large lemon side balls.Dust the dough portions in flour, flatten it and roll it into a 3 inch diameter circle.Now add the Rajma and horsegram stuffing, add about a tablespoon in the center. Close the paratha by folding it from all the side like a dumpling and seal it properly. Dust the stuffed paratha ball in flour and roll into 5 inch diameter parathas. Take care, the filling can ooze out if the dough is rolled out too thin.Now to cook Rajma and Horse gram Stuffed Paratha, first preheat the skillet on medium heat. Place the rolled paratha on top and allow it to cook on one side. After about 30 seconds, flip the paratha.At this stage, smear some oil or ghee to cook the paratha. Cook the paratha by flipping over a couple of times until you see golden brown spots on both sides.Proceed the same way with the remaining dough portions and serve the parathas hot.Serve the Rajma and Horse gram Stuffed Paratha Recipe along with a cup of Tomato Onion Cucumber Raita Recipe and Masala Chai Recipe - Indian Spiced Tea to make it a complete meal for your Sunday breakfast.",424,98.964,12.2462,18.4827
Spicy And Tangy Bread Upma,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/jan-30/Bread_Upma_Recipe-1344.jpg,"Bread Upma recipe is simple recipe to make and delicious to eat. At the end of a week, if you have very few ingredients left in your pantry and fridge, Bread Upma is the way to go. You can whip this up in less than 30 minutes and tastes great as it has the spicy flavour from the green chillies and ginger garlic paste and tanginess from the dash of lime that you add in the end.Â ",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		1 Onion							 		, finely chopped							 	

							 		3 Green Chillies							 		, finely chopped							 	

							 		1 tablespoon Oil 

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon White Urad Dal (Split) 

							 		1 Tomato							 		, big, finely chopped							 	

							 		1 Green Bell Pepper (Capsicum)							 		, finely chopped							 	

							 		1 tablespoon Ginger Garlic Paste 

							 		1 tablespoon Garam masala powder 

							 		1/2 teaspoon Chaat Masala Powder 

							 		1 teaspoon Sugar 

Salt							 		, as required							 	

							 		6 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	

							 		1/2 cup Water 

							 		10 Whole Wheat Brown Bread							 		, cut into squares or roughly torn							 	
","To begin making Spicy and Tangy Bread Upma Recipe, heat a tablespoon of oil in a heavy bottomed pan.Once the oil is hot, lower the flame and add the mustard seeds, allow them to splutter, next add urad dal and allow it to roast until the urad dal is browned.Add the ginger garlic paste, green chillies, chopped onions, chopped capsicum and saute for about a minute and a half.Â  Once the onions are softened, add the tomatoes, and cook until the tomatoes turn mushy.Â Now add in the garam masala powder and chaat masala powder and saute until all the flavours combine.Now add half a cup ofÂ  water and keep stirring until the water is absorbed. Add in the sugar and salt to taste and stir in the lemon juice keeping the flame on low all the while.Stir fry until theÂ Bread Upma mixture comes together.Once done finally stir in the cut bread pieces and toss gently.Â Saute until the bread pieces are coated well with the masalas. Check the taste and spices and adjust accordinglyTurn off the heat and garnish the bread upma with coriander leaves.Serve this Spicy And Tangy Bread Upma as a quick and easy breakfast along with aÂ Carrot Cashew Smoothie RecipeÂ or aÂ Adrak ChaiÂ ",428,82.39810444,17.55758444,37.14831111
Classic South Indian Rava Idli,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Rava_Idli_Recipe_Semolina_Steamed_Cakes-1.jpg,"TheÂ Rava Idli Recipe is a classic South Indian breakfast dish that you can make in just 20 minutes if you have all the ingredients ready. The addition is simple spices like ginger and curry leaves, makes this dish bring out the flavors of the steamed rava idli. Â You can get creative and add a variety of vegetables and make the rava idli more nutritious for your family.",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		1 cup Sooji (Semolina/ Rava) 

							 		1 cup Curd (Dahi / Yogurt) 

Salt							 		, to taste							 	

							 		2 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	

							 		2 tablespoons Cashew nuts							 		, broken							 	

							 		1 Carrot (Gajjar)							 		, grated							 	

							 		1/2 teaspoon Enos Fruit Salt 
For the seasoning

							 		1 teaspoon Oil 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon White Urad Dal (Split) 

							 		1/4 teaspoon Asafoetida (hing) 

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 inch Ginger							 		, grated							 	

							 		1 sprig Curry leaves							 		, finely chopped							 	
","To begin making the Classic South indian Rava Idli Recipe, prep all the ingredients and keep them ready.Heat a teaspoon of oil in a pan on medium flame, addÂ mustard seeds and allow it to crackle. Add the torn curry leaves, grated ginger, green chilies and cashew nuts. Roast them for a few minutes. Add the Semolina/Rava and roast until you get a good aroma. Set aside to cool.Â Set aside the roasted rava idli mixture to cool.In a mixing bowl combine the roasted rava idli mixture along with the yogurt, and add just enough water to make a thick batter and keep aside to rest for 10 to 15 minutes.After the resting period, you will have to add a little water as the rava idli batter would have soaked up all the moisture. Add the grated carrots and enos fruit salt and whisk the rava idli batter.If the batter is too thick add water to make a thick batter of dropping consistency.Â Stir well for a couple of minutesPreheat an idli steamer with enough water and keep itÂ  ready.Grease the idli mould with oil and spoon the Rava Idli mixture into the cavities.Â Place it in a preheated steamer and steam for 10 minutes until done.When you test, the rava idli should be cooked and the tester should come out clean.Serve theÂ Rava IdliÂ along withÂ South Indian Coconut ChutneyÂ andÂ Potato SaaguÂ for a quick and wholesome breakfast.",438,33.836,31.8145,12.0095
Ragi Rava Dosa  With Oats ,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2020/Ragi_Oats_Rawa_Dosa_Recipe_7_1600.jpg,"Ragi Rava Dosa Recipe With Oats is delicious and healthy combination of Oat and Ragi made into a batter and prepared to make a crispy dosa. Ragi and Oatmeal flour are whisked together and spiced up with green chillies, coriander leaves and cumin seeds.",Indian,South Indian Breakfast,Vegetarian,"

							 		1/2 cup Ragi Flour (Finger Millet/ Nagli) 

							 		1/4 cup Instant Oats (Oatmeal) 

							 		1/4 cup Rice flour 

							 		1/4 cup Sooji (Semolina/ Rava) 

							 		3-1/2 cups Water 

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 inch Ginger							 		, grated							 	

							 		1/2 teaspoon Whole Black Peppercorns							 		, crushed							 	

							 		1 teaspoon Cumin powder (Jeera) 

							 		2 sprig Coriander (Dhania) Leaves							 		, chopped							 	

Salt							 		, to taste							 	

Ghee							 		, for cooking the dosa							 	
","To begin making the Ragi RavaÂ Dosa Recipe, in a large bowl combine the Semolina, Ragi & Rice flours and salt. Stir 3 cups of water to make a thick batter. Allow the batter to rest for about 10 minutes.Stir in the remaining ingredients into the ragi ravaÂ dosa batter - green chillies, grated ginger, peppercorns, cumin seeds and finely chopped coriander leaves.Â Combine well.Finally add 1/2 cup more water to the batter to make it of thin pouring consistency. It will be thinner than the pancake/dosa batter.When the ragi ravaÂ dosa batter is thin, it spreads wild on a heated skillet, producing holes in the dosa and making it crispHeat a iron skillet or dosa tawa on high heat. Make sure the skillet is very hot. To test the heat, sprinkle some water on the skillet, it will sizzle when its hot.Â Pour a ladle of the ragi rava dosa batter starting from the outer edges. The batter will sizzle and spread itself forming holes. Pour the batter from a height, Fill in the batter where there are gaps. Although allow the dosa to have a few holes.Turn the heat to medium, if you want a crisp ragi oats dosa. The slower it cooks, the crispier it gets.Drizzle about 1/2 teaspoon of ghee around the dosa and allow it to cook for 2-3 minutes on medium heat.Once golden and crisp on one side turn it over and allow to cook for another minute. At this stage the dosa will be thin and crisp, with one side golden brown in color.Remove the Ragi Rava Dosa With Oats off the skillet. Repeat to make the remaining dosas.Serve the Ragi Rava Dosa With OatsÂ with just a cup of yogurt, or withÂ Thakkali Vengaya SambarÂ andÂ Tomato ChutneyÂ or even just along with jaggery and butter.",443,85.903,14.57,13.12105
Vegetable Uttapam,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/kitchennandoos/vegetable_uttapam_.jpg,"Uttapam is a very popular South Indian breakfast dish. Â It is similar to dosa but slightly thicker than theÂ regular dosas. It can be made with leftover idli dosa batter. Vegetable Uttapam can be served for breakfast or as a snack. Â Uttapam can be made with a variety of toppings like onion, tomato, coconut, and many others. Vegetable Uttapams are topped with finely chopped vegetables. You can make use of vegetables like carrots, capsicum, onion, and cabbage. They can be easily prepared at home and served with coconut chutney and sambar. All you need is some dosa batter and mixture of vegetables for making Vegetable Uttapam.",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		1 cup Idli Dosa Batter							 		, 1 cup idli dosa batterÂ 							 	

							 		1/4 cup Onion							 		, finely chopped							 	

							 		1/4 cup Green Bell Pepper (Capsicum)							 		, finely chopped							 	

							 		1/4 cup Carrot (Gajjar)							 		, finely chopped							 	

							 		1 Tomato							 		, 1 tomato finely chopped and deseededÂ 							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		2 tablespoons Coriander (Dhania) Leaves							 		, finely chopped							 	

Oil							 		, for greasing							 	
","To begin the preparation of Vegetable Uttapam, take the dosa batter in a bowl. Â Add water if required to get the desired consistency.Â Finely chop all the vegetables and keep aside.Â Heat a non-stick tawa. Â Grease it with oil. Â When the tawa becomes hot, pour one ladleful of batter and spread it in circular motion. Â Don't make it too thin. Â You will find small holes appearing on the surface, add the chopped vegetables. Â Drizzle oil around the edges and at the center. Â Reduce the flame to medium. Â Cover and cook on medium flame for a few seconds.Â By this time the veggies would have cooked. Â Gently press it with the back of a spatula. Â Flip the dosa to the other side and cook on medium flame for 2 - 3 minutes. Â Transfer the dosa to a serving plate. Â Serve the Vegetable Uttapam with coconut chutneyÂ andÂ sambarÂ .Â ",461,97.1431599,17.04224726,20.09478938
Sooji Upma  With Coconut,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Karnataka_Style_Sooji_Upma_Recipe_with_Coconut-1.jpg,This Sooji Upma Recipe with Coconut makes a delicious a hot and savory breakfast dish. It is traditionally prepared with with rava also known as sooji or semolina and topped with a generous amount of coconut to add to the taste.,Karnataka,South Indian Breakfast,Vegetarian,"

							 		2 cups Sooji (Semolina/ Rava) 

							 		2 inch Ginger							 		, grated							 	

							 		2 Onion							 		, finely chopped							 	

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 cup Green peas (Matar)							 		, steamed							 	

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon Chana dal (Bengal Gram Dal) 

							 		1 teaspoon White Urad Dal (Split) 

							 		1/4 teaspoon Asafoetida (hing) 

							 		2 sprig Curry leaves 

							 		3 tablespoons Ghee 

Salt							 		, to taste							 	

							 		3 tablespoons Fresh coconut							 		, grated							 	

Coriander (Dhania) Leaves							 		, small bunch, finely chopped							 	
","To begin making the Sooji Upma With Coconut Recipe, in a skillet, dry roast the semolina on medium heat until it turns slightly golden and releases a roasted aroma. Keep aside.Heat a teaspoon of ghee in a heavy bottomed pan. Add mustard seeds and allow it to crackle. Stir in the chana dal and urad dal and roast these dals on medium heat until they turn brown and crisp.Stir in the green chillies, ginger, onion and curry leaves and saute until the onions becomes soft and tender. To this add the green peas, stir in the salt and pour 4 cups of water and allow it to come to a boil.As the water is boiling gradually add the rava/sooji, continuously stirring the water mixture in one hand so the lumps don't form.Keep stirring the sooji upma now until all the ingredients are well combined, the mixture will also begin to thicken.Once the sooji upma thickens, reduce the heat, cover the pan and cook for a couple of minutes. Finally garnish with fresh grated coconut and coriander leaves and serve hot.Â Serve Sooji Upma Recipe With Coconut withÂ South Indian Coconut ChutneyÂ or curds withÂ Instant Carrot Pickle RecipeÂ and also pair it withÂ Pineapple Kesari Bhath RecipeÂ for a traditional breakfast.",482,93.365,17.60426667,20.73653333
 Tomato Vermicelli Upma,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Breakfast_Plate_Chettinad_Style_Tomato_Vermicelli_Upma_Banana_Dhaniya_Pudina_Chutney-3.jpg,"Chettinad Style Tomato Vermicelli is a spicy south indian style semiya upma that can be made for a special sunday breakfast. The Tomato Vermicelli is packed with flavors from the tomatoes along with the spices, making it rich and delicious.Â ",Chettinad,South Indian Breakfast,Vegetarian,"

							 		1 cup Semiya (Vermicelli)							 		, roasted							 	

							 		1 Pearl onions (Sambar Onions)							 		, finely chopped							 	

							 		4 cloves Garlic							 		, finely chopped							 	

							 		1 inch Ginger							 		, finely chopped							 	

							 		3 Tomatoes							 		, roughly chopped							 	

							 		1/4 cup Mint Leaves (Pudina)							 		, finely chopped							 	

							 		1 teaspoon Fennel seeds (Saunf)							 		, coarsely pounded							 	

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon Whole Black Peppercorns							 		, coarsely pounded							 	

							 		1 inch Cinnamon Stick (Dalchini) 

							 		2 Cloves (Laung) 

							 		1 sprig Curry leaves 

							 		1 teaspoon Red Chilli powder 

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		1 tablespoon Lemon juice 

Oil							 		, as required							 	

Salt							 		, to taste							 	
","To begin making the Chettinad Style Tomato Vermicelli Recipe, heat a pan with cookingÂ oil on medium heat, add the mustard seeds, cinnamon stick, cloves, curry leaves and let it splutter.Stir in the onions, ginger and garlic and saute for a couple of minutes. Once the onions soften, add the tomatoes and saute for a few seconds.Â Add the fennel seeds, black pepper corns, turmeric powder, red chilli powder and cook until it all combined together. Stir in the mint leaves, semiya, salt and 1 1/2 cups of water.Â Cover the pan and allow theÂ Chettinad Style Tomato Vermicelli to cook on low to medium heat until all the water is absorbed and the semiya upma is cooked.Â Once done, turn off the heat, stir in the lemon juice and gently mix everything together.Serve the Chettinad Style Tomato Vermicelli alongÂ Tomato Onion Chutney,Â Â Coconut Coriander ChutneyÂ and Sliced bananas. End the south indian breakfast along with a hot cup ofÂ Espresso coffee.",512,124.43973,2.457275,7.85725
Ragi Appam ,https://www.archanaskitchen.com/images/archanaskitchen/0-Affiliate-Articles/Kerala_Ragi_Appam_Recipe_1_1600.jpg,Ragi Appams are a good way to include healthy rich in calcium ragi into your diet. Ragi appams are delicious as they have the earthy flavours of ragi in them and they go well with any gravy or stew.Â ,South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		3/4 cup Ragi Seeds 

							 		1/2 cup Broken Raw Rice 

							 		1/4 cup Idli Rice 

							 		1/8 cup White Urad Dal (Split) 

							 		1/8 cup Red Poha (Flattened Red Rice) 

							 		1/4 teaspoon Yellow Fenugreek Seeds 

							 		1 teaspoon Salt 

							 		1/2 teaspoon Confectioners sugar 
","To begin making Ragi Appam Recipe, firstly wash and soak all the ingredients separately for four hours. Soak the methi seeds with the rice.Then in a mixer grinder grind rice first, after the rice is ground, add the ragi seeds and finally add the poha. It should all be a thick batter.Transfer to a bowl, add salt and sugar to it and let the Ragi Appam batter ferment for about 8 hours.To make the Ragi appams check the consistency of the fermented Ragi Appam batter.Add water to adjust the batter to a thick pouring consistency. If you make it too watery, then the Ragi AppamsÂ will not be as soft and will not spread well. If too thick then the batter will clump up and not spread in the pan properly.Preheat the AppachettyÂ or theÂ AppamÂ pan on medium high heat. Pour a ladle of Ragi Appam batter on the AppachettyÂ and swirl the pan inÂ circularÂ fashion to spread the batter.The ragi appam batter will be thick in theÂ centerÂ and thin on the sides.Cover the pan with a lid for approximately 2 minutes until the Ragi Appam is crisped and brown on the sides and the center is steamed and cooked.Â Â Once done, transfer to a serving plate and serve immediately. Proceed to make the Ragi Appams the similar way and serve them hot as soon as you make it.Serve the Ragi Appam Recipe along withÂ Kadala CurryÂ orÂ Kerala Style Vegetable StewÂ for a wholesome breakfast, lunch or even dinner.",526,115.97625,9.667125,0
Spinach Paratha,https://www.archanaskitchen.com/images/archanaskitchen/8-Collections/Whole_Wheat_Spinach_Paratha_Recipe_1600.jpg,"Whole Wheat Spinach Paratha is a healthy paratha which is perfect to serve for your weekday breakfast or dinners.Â It is simple recipe to make and since palak is usually available throughout the year you can make it anytime. To make the parathas spinach is pureed along withÂ coriander, garlic and chilies and then mixed with whole wheat.",Indian,North Indian Breakfast,Vegetarian,"

							 		2 cup Whole Wheat Flour 

							 		1/2 tablespoon Oil 

							 		2 Green Chillies 

							 		4 cloves Garlic 

Coriander (Dhania) Leaves							 		, a handful, chopped							 	

							 		1 cup Spinach Leaves (Palak)							 		, chopped							 	

							 		1 teaspoon Ajwain (Carom seeds) 

Water							 		, for kneading							 	

Salt							 		, to taste							 	

Ghee							 		, or oil to grease the pan							 	
","To begin making the Whole Wheat Spinach Paratha, blend spinach, coriander, garlic and chilies in a mixer grinder to make a paste.Add this paste to the wheat flour. Add salt to taste, ajwain and oil to the mixture and knead together to make to a smooth dough. Add water if required.Divide the dough into equal lemon size portions.Â Take one portion and dust in dry flour. Flatten the ball with your fingers and roll the rough into a 5 to 6 inch diameter circle.Â Heat the non-stick tawaÂ and place the rolled spinach paratha on the tawa. Cook till small blisters appear on the surface. Flip and cook the roti on the on the other side as well.Flip a couple of times to get the parathas browned and cooked well on both sides. Smear ghee on top and transfer into a plate and serve.Â Serve Wheat Flour Spinach Paratha withÂ Raw Mango raitaÂ orAvocado raitaÂ or any raita of your choice.",581,138.3769,13.6914,71.97
