name,image_url,description,cuisine,course,diet,ingredients,instructions,calories,carbs,protein,fiber
Onion Tomato Podi Masala Dosa Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya_Shivaraman_/Onion_Tomato_Podi_Masala_Dosa.jpg,"Onion Tomato Podi Masala Dosa is a quick variation to your regular dosa. The crispiness of finely chopped onions, the spice and nutty texture from the Idli podi and soft tangy taste from tomatoes make these an added boost for your breakfast. The recipe of Onion Tomato Podi Masala DosaÂ is a quick variation that can be prepared as onion and tomatoes are available all the time in any household.Â ",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		2 cups Idli Dosa Batter 

							 		1 Onion							 		, finely chopped							 	

							 		1 Tomato							 		, grated							 	

							 		4 tablespoons Idli Dosa Podi (Milagai Powder) 

							 		1 cup Potato Masala 
Ingredients for making potato masala

							 		2 Potatoes (Aloo)							 		, boiled and mashed							 	

							 		1 Onion							 		, thinly sliced							 	

							 		1 inch Ginger							 		, finely chopped							 	

							 		2 Green Chillies							 		, slit							 	

							 		1/2 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon Cumin seeds (Jeera) 

							 		5 Curry leaves 

							 		1 tablespoon Oil 

Salt							 		, as needed							 	

							 		1/4 teaspoon Turmeric powder (Haldi) 
","To start making Onion Tomato Podi Masala, first get all the ingredients ready, including the boiled potatoes.Â We will first cook the potato masala for the Onion Tomato Podi Masala Dosa.Next, in a small kadai heat up a tablespoon oil over medium heat. Add mustard and cumin seeds, let mustard splatter. Add curry leaves, green chili, ginger and saute for 30 seconds.Add onion and let it cook until transparent. Add salt, turmeric powder, mashed potatoes and stir to combine.Sprinkle some water and cook for a minute until all the ingredients are well combined. Check the salt and spices and adjust to suit your taste. Turn off the heat and keep the potato masala aside.Heat up the dosa skillet over medium heat. Pour a ladleful of dosa batter, spread the batter in a circular motion from the inside to the out, to make a thin crepe.Â Allow the dosa to cook a little and then sprinkle chopped onion, grated tomatoes and a heaped teaspoon of Idli podi, drizzle some oil on dosa and on the sides.Let it cook until the sides are brown. Place required amount of potato masala, fold and serve.Serve the Onion Tomato Podi Masala DosaÂ immediately along withÂ Vendakkai Vengayam Sambar Recipe (Okra in Tangy Lentil Curry)Â andÂ coconut chutney.",217,49.98505,6.5099,9.6215
Carrot Podi Dosa Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya_Shivaraman_/Carrot_Podi_Dosa.jpg,Dosa is a delicious breakfast crepe made in the Southern part of India. Different varieties of Dosa are available. Podi dosa is a famous variation where spicy mixed lentils dry powder is sprinkled on the crepe while cooking to give the dosa more flavor. In this recipe of Carrot Podi Dosa we have added a slight twist by upping the nutrition with the addition of grated carrots.,South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		2 cups Idli Dosa Batter 

Idli Dosa Podi (Milagai Powder)							 		, as needed							 	

							 		3 Carrots (Gajjar)							 		, grated							 	

Oil							 		, as needed for cooking dosa							 	
","To start making Carrot Podi Dosa, in a small bowl, add grated carrots along with required Idli podi (according to the spice you need), stir well and keep aside.Heat up the dosa griddle on medium heat. Pour a ladleful of dosa batter, spread the batter in a circular motion inside out to form a circular crepe.Drizzle some oil on the sides and allow the dosa to cook a bit. Sprinkle the prepared carrot podi mixture on top of dosa, cover the pan and allow the carrots to steam for a few minutes.Once done, you will notice you have a crisp browned based with steamed carrots.Â Fold the dosa.Serve the Carrot Podi Dosa along with Chow Chow Sambar and Amla / Nellikai chutneyÂ for a filling breakfast.",349,43.582,9.856,0
Vellai/Jaggery Dosa Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Vanita_Vasudevan/Vellai_Dosa_Recipe-1.jpg,"Vellai Dosai was a Navratri special at my grandparents'. My grandmother was fondly called Manni. During Navratri, Manni used to hand out the Vellai Dosai to us as our morning tiffin. She swirled out the wheat and jaggery battery on an iron griddle, patiently slow roasted the Vellai Dosa at just about medium heat and the batter caramelised to form a light and soft dosa.Â ",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		1 1/2 cups Whole Wheat Flour 

							 		3/4 cup Jaggery							 		, powdered							 	

							 		2 1/2 cups Water 

							 		1/2 teaspoon Cardamom Powder (Elaichi) 

Ghee							 		, for cooking the dosa							 	
","To begin making the Vellai Dosa, in a large bowl, dissolve the powdered jaggery along with 1/2 cup water and allow it to rest for 30 minutes. After 30 minutes, strain the jaggery water to remove impurities.Add the wheat flour to the strained jaggery mixture and stir continuously until there are no lumps. Add remaining 2 cups water and mix to make a smooth batter. Toss in the cardamom powder and mix well.Â The next step is to cook the Vella Dosa on a skillet.Â Heat a skillet on medium heat and pour a ladleful of batter on the skillet. Swirl the pan in a circular motion to spread the batter around to make a thin crepe like dosa.Drizzle 1/4 teaspoon of ghee around the vella dosa and cook on low heat until well done. Flip over to cook the other side for a few seconds and serve warm.Serve Vellai Dosa as a delicious dish during Navratri or as breakfast along withÂ Peanut Chutney.",1333,288.52,48.816,84.22
Oats And Coconut Dosa Recipe,https://www.archanaskitchen.com/images/archanaskitchen/Indian_Breakfast_Tiffins/Oats_and_Coconut_Dosa_Recipe-1.jpg,"The Oats and Coconut dosa is something that I make often as an instant version of the regular dosa. A lot of times it is by mixing flours together, but sometimes I also add the Oats Flour and coconut to the regular dosa batter and make dosaâs too.",South Indian Recipes,South Indian Breakfast,Vegetarian,"

							 		1/2 cup Whole Wheat Flour 

							 		1/2 cup Rice flour 

							 		1/2 cup Oats Flour 

							 		1/4 cup Fresh coconut							 		, grated							 	

Salt							 		, to taste							 	

Jaggery							 		, jaggery to taste (optional)							 	

Oil							 		, for making dosa							 	
Optional Ingredients

							 		1 Green Chilli							 		, finely chopped							 	

							 		1 teaspoon Ginger							 		, grated							 	

							 		5 Curry leaves							 		, finely chopped							 	

							 		1/2 teaspoon Asafoetida (hing) 

							 		1/2 teaspoon Whole Black Peppercorns							 		, coarsely pounded							 	
","To begin making the Oats and Coconut Dosa recipe, combine all the ingredients except the oil into a large bowl. Add water a little at a time (about 2 cups) to make a lump free batter.Â The batter should be of pouring consistency and not very thick. It should be similar to the regular dosa batter or a pancake batter.Heat a skillet on high heat; Pour a ladleful of batter and spread the batter inside out to form a think dosa. Drizzle some oil in and around the sides and cook the oat and coconut dosa until it is steamed from all sides.Cook the dosa on both sides, until you noticed it has browned a little and has lightly crispy edges.To make it extra crispy, cook the dosa on a medium heat and preferably on an iron skillet. Iron skillets maintain heat and brings out a perfect texture to the dosa.Serve the Oats and Coconut Dosa recipe with Idli Milagai Podi and Coconut Chutney for a quick weekday breakfast",3,0.561,0.183,0.192
Andhra Style Pesarattu Upma Recipe,https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2018/Pesarattu_Upma_ANdhra_Style_Recipe-1080-2.jpg,"Andhra Style Pesarattu Upma Recipe is a classic combination that is had as a breakfast. A popular dish in Andhra Pradesh that is loved by most of the people and is had along with tomato chutney. Pesarattu is a crepe that is made from green lentil and rice, which is soaked before and ground to form a coarse batter that is then mixed along with some chopped onion. Upma is a simple savory pudding which is placed in between the crepe and served.",Andhra,South Indian Breakfast,High Protein Vegetarian,"
For Pessaratu Batter

							 		1 cup Green Moong Dal (Whole) 

							 		1 tablespoon Raw rice 

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 inch Ginger							 		, grated							 	

							 		1 Onion							 		, chopped							 	

Coriander (Dhania) Leaves							 		, small bunch, finely chopped							 	

Salt							 		, to taste							 	

Oil							 		, for cooking							 	
For Upma

							 		1 cup Sooji (Semolina/ Rava) 

							 		2 Tomatoes							 		, finely chopped							 	

							 		1 Onion							 		, finely chopped							 	

							 		1 Green Chilli							 		, finely chopped							 	

							 		1 inch Ginger							 		, finely chopped							 	

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon White Urad Dal (Split) 

							 		1 sprig Curry leaves							 		, torn							 	

							 		1/4 teaspoon Asafoetida (hing) 

Salt							 		, as required							 	

							 		3 cups Hot water 

							 		1/2 Lemon juice 

Oil 

Oil 
","To begin making the Pesarattu Upma Recipe will first soak the green moong dal and rice together in water for at least 3 hours.Â  After 3 hours drain the water.Blend the dal, green chillies and ginger by adding little water at a time to make a smooth thick batter. Transfer the batter into a large bowl, add onions, salt and coriander leaves. Stir well to combine the Pesarattu batter well. Check the salt levels and adjust to suit your taste.In a saucepan, bring the 3 cups of water, salt and sugar to a brisk boil. After it comes to a brisk boil, turn the heat to low to keep the water warm.Â Â Our next step is to make the upma, roast the sooji in aÂ cast iron panÂ and roast them till it slightly changes its colour. Keep it aside.Heat oil/ghee in aÂ heavy bottomed pan. Add the mustard seeds, urad dal and allow it to crackle and the urad dal to turn golden brown. Stir in the asafoetida and curry leaves.Next, add the onions, green chillies and ginger and cook till the onion becomes soft and translucent.Next, add the tomatoes and allow it cook till the tomatoes becomes mushy and soft.Â Finally, add soojiÂ  and gradually add the sugar and salt warm water. Keep stirring until the Upma comes together.Â Cook for about 5 to 8 minutes until the upma, comes away from the sides of a pan. Once the upma is cooked well, turn off the heat and keep aside.Now to make the Pesarattu. You will need a well-seasoned skillet.Preheat the skillet on medium heat; sprinkle some water to check on the pan; if it sizzles then you know the pan has the right amount of heat to spread the Pesarattu batter. Pour a ladle full of the Pesarattu batter onto the pan and spread evenly inside out to make a circle.Drizzle some oil on the top and the sides of the Pesarattu and allow it to cook on low to medium heat. Once you notice the top of the Pesarattu getting steamed, flip it over to cook on the other side.Once you notice brown spots and the Pesarattu is cooked, flip it back and place a big scoop of the upma to the side and fold it into half and remove from the pan and serve hot. Proceed the same way with the remaining Pesarattu batter.Serve the Pesarattu Upma Recipe along withÂ tomato chutneyÂ andÂ coconut chutneyÂ to make it a rich breakfast meal.",1049,246.14785,21.850675,11.0187
Spinach Foxtail Millet Dhokla Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Spinach_Foxtail_Millet_Dhokla_Recipe_.jpg,"Spinach Foxtail Millet Dhokla Recipe can be a quick breakfast for your healthy diet. It is made from besan flour, powdered foxtail millet and spinach puree. The dhokla is fermented with yogurt for couple of minutes and then steamed. Dhokla gets its flavors and delicious textures from the sesame and mustard seasoning. Adding palak to your dhokla will help you gain good amount of Iron content in your body. Foxtail millet on the other hand is also an added advantage as it is rich in dietary fiber.Â ",North Indian Recipes,North Indian Breakfast,Vegetarian,"

							 		1 cup Foxtail Millet							 		, ground							 	

							 		1 cup Gram flour (besan) 

							 		1 cup Curd (Dahi / Yogurt) 

							 		1 teaspoon Enos Fruit Salt							 		, or 1/2 teaspoon baking powder							 	

							 		1 tablespoon Oil 

							 		1 teaspoon Oil							 		, for seasoning							 	

							 		1 sprig Curry leaves							 		, finely chopped							 	

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 tablespoon Sesame seeds (Til seeds) 

							 		2 sprig Coriander (Dhania) Leaves							 		, finely chopped							 	

Salt							 		, to taste							 	
For the Spinach Puree

							 		2 cups Spinach 

							 		1 Green Chilli 

							 		1 inch Ginger 

							 		1 teaspoon Cumin seeds (Jeera) 
","To begin making the Spinach Foxtail Millet Dhokla Recipe, Prepare a dhokla steamer, fill with water and grease the dhokla plates. Keep aside.Grind the spinach, cumin seeds, green chilli and ginger in a mixer and add some water to make it into a smooth puree.Combine the foxtail millet flour, besan, spinach puree, yogurt and a little salt in a large mixing bowl. Add a little water at a time to make a thick batter (approximately 1- 1/2 cups). Allow the mixture to rest for 5 minutes. Stir in the Enos fruit salt and pour the dhokla batter into the greased dhokla platesPreheat a steamer with water and place the dhokla batter for steaming. Steam on high heat for about 10 minutes until a toothpick inserted in the center comes out clean.Once steamed, remove the Spinach Foxtail Millet Dhokla from the steamer and keep aside for 5 minutes.Heat oil in a tadka pan; add in the mustard seeds, sesame seeds and curry leaves and allow it to crackle. Turn off heat and pour the seasoning over the dhoklas and cut them into squares or diamonds.Serve the Ragi Rava Dhokla recipe along withÂ Green ChutneyÂ and alsoÂ Idli Milagai Podi. I even send this as a school lunch box as well and the kids love it.",710,124.7138,26.958,6.474
Broccoli Keema And Cheese Uttapam Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Divya_Shivaraman_/Broccoli_Kheema_and_Cheese_Uthappam.jpg,Keema is a South Asian meat dish that literally means minced meat in Turkish. Keema can be made with any meat but usually Keema is associated with mutton mince. Vegetarians Keemas usually involve peas or cauliflower. Most Keemas are minced meats that are mixed with aromatic spices that are either eaten by itself or added to rice or stuffed in breads.,South Indian Recipes,South Indian Breakfast,Vegetarian,"
Ingredients for Broccoli Kheema

							 		1 Broccoli							 		, cleaned							 	

							 		1 Onion							 		, finely chopped							 	

							 		1 clove Garlic							 		, minced							 	

							 		1 Green Chilli							 		, finely chopped							 	

							 		1/2 teaspoon Coriander Powder (Dhania) 

							 		1/4 teaspoon Red Chilli powder 

							 		1 teaspoon Oil 

Salt							 		, to taste							 	
Ingredients for the Uthappam

							 		2 cups Idli Dosa Batter 

							 		1/4 cup Mozzarella cheese							 		, finely grated							 	

Oil							 		, as needed							 	
","To start making Broccoli Keema And Cheese Uttapam add the broccoli florets to your food processor and pulse couple of times or until they look grated.Heat up a small pan with a teaspoon of oil. Add onions, garlic, green chili and saute until golden brown. Add chopped up broccoli with required salt and cook until raw smell goes off.Â Add coriander powder, red chili powder and saute for couple of minutes until they are cooked through and turn off the heat.Heat up a dosa griddle, pour a small ladle full of dosa batter, swirl just once to make a thick pancake. Spread a spoonful of prepared broccoli kheema mixture on top of the Uttapam and finally top it up with cheese.Drizzle some oil all around and cook covered until the Uttapam is cooked and cheese is melted.Serve the Broccoli Keema And Cheese Uttapam along with Idli Dosa Milagai PodiÂ or along withÂ coconut chutneyÂ for breakfast, lunch box or a weeknight dinner.",692,143.4343198,25.48909451,22.33317876
Sabudana Khichdi Recipe With Vegetables (No Onion No Garlic Fasting/Vrat Recipes),https://www.archanaskitchen.com/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2016/sept-20/Mixed_Vegetable_Sabudana_Pulao_Recipe_Vrat_Ka_Pulao_Fasting_Food_Jain_No_Onion_No_garlic-1.jpg,Sabudana Pulao is a very simple dish made with the Tapioca pearls cooked with assorted vegetables and flavoured with simple Indian spices. It is a one pot dish and does not take much time to prepare unlike the regular pulao.Â ,Indian,North Indian Breakfast,Vegetarian,"

							 		1 cup Sabudana (Tapioca Pearls) 

							 		1 Carrot (Gajjar)							 		, finely chopped							 	

							 		1/4 cup Green beans (French Beans)							 		, finely chopped							 	

							 		1/4 cup Green peas (Matar) 

							 		1 Green Chilli							 		, finely chopped							 	

							 		2 Cloves (Laung)							 		, pounded							 	

							 		2 Cardamom (Elaichi) Pods/Seeds							 		, pounded							 	

							 		1 Bay leaves (tej patta)							 		, torn							 	

							 		2 tablespoons Whole Almonds (Badam)							 		, boiled, peeled and sliced							 	

							 		4-5 Cashew nuts							 		, toasted							 	

Salt							 		, to taste (rock salt)							 	

Ghee							 		, required for cooking							 	
",We begin making the Sabudana Pulao recipe by soaking the sabudana in water for about 4 to 6 hours. Then drain the sabudana and keep it aside.In the mean time keep all the vegetables prepared and ready. Heat a heavy bottomed kadai with little bit of oil and add the cardamom and clove and fry till the aroma is released.Add all the vegetables and saute for about 10 minutes till it is quite done.Once the vegetable is done add the spice powders and saute.Now add the soaked sabudana and give it a stir. Half cover the kadai with the lid and cook it for 10 more minutes till the sabudana cooks and separates.Serve your scrumptious Sabudana Pulao withÂ Cucumber Green Chilli Raita RecipeÂ during the fast for the Navratri festival.,251,25.9046,8.70617,7.732875
Carrot Matar Paratha Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/pooja/Carrot_Matar_Paratha.jpg,Carrot Matar Paratha is an amazing and interesting twist to our regular paratha .Carrot and peas is a healthy option and itâs a good way to add nutrition in our daily breakfast. The stuffing of carrot and peas are prepared with spices found in every Indian Kitchen and can be whipped up in less than 30 minutes for any meal.Â ,North Indian Recipes,North Indian Breakfast,Vegetarian,"
For the dough

							 		3 cups Whole Wheat Flour 

Water							 		, for kneading							 	

							 		1 teaspoon Salt 
For the stuffing

							 		3 Carrots (Gajjar)							 		, grated							 	

							 		1 cup Green peas (Matar)							 		, steamed							 	

							 		1 Onion							 		, medium, chopped							 	

							 		2 Green Chillies							 		, chopped							 	

Coriander (Dhania) Leaves							 		, a small bunch finely chopped							 	

							 		1 tablespoon Ajwain (Carom seeds) 

							 		1/4 tablespoon Coriander Powder (Dhania) 

							 		1 tablespoon Red Chilli powder 

							 		1 tablespoon Cumin powder (Jeera) 

							 		1/2 tablespoon Chaat Masala Powder 

Salt							 		, to taste							 	

Ghee							 		, for cooking the parathas							 	
","To begin makingÂ Carrot Matar Paratha Recipe, in a bowl mix together wheat flour. salt and oil.Â Add water, little at a time and prepare a soft dough just as we make dough for rotis.Grease your hands with oil and knead it well.Â Cover it and let it rest for some time .Now to prepare stuffing, we first mash steamed peas in a large bowl. Add the grated carrot, chopped onion, chopped green chillies and fresh chopped coriander and mix well.Â Now add all dry spices in mixture - carom seeds, salt, red chilli powder, coriander powder, cumin powder, chaat masala and mix everything well.Now make even size ball out of paratha dough and roll out the ball in a small circle dusting wheat flour.Add some stuffing in the centre and gather all the corners and seal it well and press it lightly.Dust some wheat flour and roll out the sealed dough into a circle as we do for chapati dough. Don't apply too much pressure while rolling.Â Place a tawa on medium to high flame, and place the rolled out paratha on it. Let it cook a little bit on one side,flip it over to the other side and spread some ghee over the paratha which is half cooked.Â Flip it again, when the second side is half cooked ,spread some ghee. Flip a few more times to get paratha browned and cooked well. Take of the tawa and cook the rest of the parathas in a similar wayÂ Serve Carrot Matar Paratha along withÂ Lauki RaitaÂ andÂ Aam Ka Chunda RecipeÂ for a sumptuous breakfast.",36,8.514,1.8,1.35
Horsegram Sesame Chutney Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/swathynandhini/HORSEGRAM_SESAME_SEEDS_CHUTNEY_1600.jpg,Horsegram Sesame Chutney/Kollu Ellu Chutney is a simple and healthy South Indian side dish that is best served as side dish for Idli or Dosa. This chutney also goes well with hot steamed rice and a dollop of ghee.Â ,Tamil Nadu,South Indian Breakfast,High Protein Vegetarian,"

							 		1/2 cup Horse Gram Dal (Kollu/ Kulith) 

							 		1/2 cup Sesame seeds (Til seeds) 

							 		2 tablespoons Arhar dal (Split Toor Dal) 

							 		2 tablespoons Chana dal (Bengal Gram Dal) 

							 		6 Pearl onions (Sambar Onions) 

							 		2 tablespoons Coriander (Dhania) Seeds 

							 		1 tablespoon Methi Seeds (Fenugreek Seeds) 

							 		20 grams Tamarind							 		, lemon sized							 	

							 		1/4 cup Fresh coconut							 		, grated							 	

							 		4 Fresh Red Chilli 

							 		6 cloves Garlic 

Salt							 		, as required							 	
For tempering

							 		2 teaspoon Oil 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1/2 teaspoon Chana dal (Bengal Gram Dal) 

							 		1/2 teaspoon White Urad Dal (Split) 

							 		1 sprig Curry leaves 
","To begin making Horsegram Sesame Chutney Recipe, dry roast Horsegram and sesame seeds separately in medium flame until it turns a dull brown hue. Turn off the flame and keep aside.Â On a tawa, warm a tablespoon of cooking oil and add Tur dal, Channa dal, Fenugreek seeds and Coriander seeds. Roast until golden and add red chilli, pearl onions, garlic and Tamarind to it.Roast everything for a minute and allow it to cool. Once it cools, add it to blender along with roasted horse gram and sesame.Â Next add grated coconut, required salt and required water and grind everything into smooth paste. Transfer into serving bowl.Heat a tadka/tempering pan with oil, add mustard seeds, chana dal and Urad dal. Once it sputters add curry leaves. Stir well and add this tempering to grounded chutney.Â Serve Horsegram Sesame Chutney along withÂ Oats And Coconut Dosa RecipeÂ andÂ Vengaya SambarÂ for a healthy and sumptuous Sunday morning breakfast.",20,1.124,1.044,0.488
Bajra & Dal Cheela Recipe (Spicy Pearl Millet  & Lentil Crepe Recipe),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Preeti_Tamilarasan/Bajra_Dal_Cheela.jpg,"Bajra & Dal Cheela Recipe is a healthy and wholesome protein packed crepe that can make a wholesome breakfast or a weeknight dinner dish. The addition of green chili, ginger and coriander leaves makes this cheela truly delicious.",Indian,North Indian Breakfast,High Protein Vegetarian,"

							 		1/2 cup Green Moong Dal (Whole) 

							 		1/2 cup Chana dal (Bengal Gram Dal) 

							 		1/2 cup Black Urad Dal (Whole) 

							 		1/2 cup Bajra (seeds) 

							 		2 Green Chillies							 		, finely chopped							 	

							 		1 inch Ginger							 		, grated							 	

Coriander (Dhania) Leaves							 		, few, finely chopped							 	

							 		1/4 teaspoon Asafoetida (hing) 

Salt							 		, salt to taste							 	

Oil							 		, for cooking							 	
","To begin making theÂ Bajra & Dal Cheela Recipe, soak whole green gram, channa dal, bajra and whole urad dal together in enough water for 5 to 6 hours.Once soaked well, drain the excess water. Grind all the dals and bajra together along with ginger, coriander leaves and chilies in a mixer grinderÂ to smooth batter adding little water at a time. The consistency of the batter should not be very think or very thick, but of smooth pouring consistency. Â Add salt, asafoetida and transfer the bajra & dal cheela batter to a mixing bowl.To make the Bajra & Dal Cheela, preheat a skillet on medium heat and grease the skillet. Pour a ladleful of batter on the skillet and spread it in circular motion inside out to make a thin cheela/ crepe.Â Drizzle a teaspoon of ghee or oil around the sides and inside and cook till it turns golden brown on both the sides. Once done, remove from the pan and serve. Proceed the same way with the remaining cheela batter.Serve theÂ Bajra & Dal Cheela along withÂ Peanut Chutney, a glass ofÂ Masala ChaasÂ (buttermilk) or ginger tea for a wholesome breakfast or dinner.",378,63.15975,20.522775,12.2925
Methi Thalipeeth Recipe (Fresh Fenugreek Leaves Flat Bread),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Methi_Thalipeeth_Recipe_Fresh_Fenugreek_Leaves_Flat_Bread_.jpg,"Methi Thalipeeth Recipe (Fresh Fenugreek Leaves Flat Bread) is a famous Maharashtrian dish typically made of three flours, whole wheat chakki atta, millet flour and besan. This recipe is a healthy and green. It has a slight twist to the versatile and healthy preparation of thalipeeth, with methi and spices like ginger and green chilies.Â ",Maharashtrian Recipes,North Indian Breakfast,Vegetarian,"

							 		1 cup Whole Wheat Flour 

							 		1/2 cup Gram flour (besan) 

							 		1/2 cup Jowar Flour (Sorghum) 

							 		1/2 cup Methi Leaves (Fenugreek Leaves)							 		, chopped							 	

							 		2 tablespoons Sesame seeds (Til seeds) 

							 		1 Green Chilli							 		, finely chopped							 	

							 		1 inch Ginger							 		, finely chopped							 	

							 		1/4 teaspoon Asafoetida (hing) 

							 		1/2 cup Curd (Dahi / Yogurt) 

Salt							 		, to taste							 	

Oil 
","To begin making the Methi Thalipeeth, in a large bowl combine all the ingredients except the yogurt and oil.Â  Once the dry ingredients are combined, stir in the yogurt and knead well to make a firm dough, adding water if necessary. Knead for a couple of minutes until smooth.Â  Cover the dough and allow it to rest for 10 to 15 minutes.Divide the dough into 15, 2-inch diameter balls. Using the palm of your hands flatten each ball, dust the surface of the ball on whole wheat flour and roll into a 4 to 6 inch diameter circle. You can roll them thick or thin, it is purely your preference.Preheat an iron skillet on high heat; place the rolled dough on the skillet; after about a few seconds you will notice that smalls bubbles start rising on the dough.Turn the heat to medium; flip the rolled dough over and drizzle about half teaspoon of oil around the dough.Cook with a press and turn motion with a flat spatula or a wooden press.Â  You will notice the bottom side begins to brown, at this point flip over again cooking in the same press and turn motion to maintain even cooking.Once both the sides are cooked and have a few brown spots, you will also notice the texture of the bread is crisp on the outside and soft inside. Continue the similar process with the other portions of the dough and serve warm.Serve the Â Methi Thalipeeth Recipe (Fresh Fenugreek Leaves Flat Bread) along with Maharashtrian Green Chilli Thecha Recipe orÂ Lahsun ki ChutneyÂ along withÂ Gulkand Chai RecipeÂ by the side.",474,99.87821354,13.56727865,3.95625
Vermicelli Biryani Recipe,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/sindhu_bharadwaj/vermicelli_biryani.jpg,"VermicelliÂ Biryani is a quick and easy one pot meal-dish that can be either made for breakfast or dinner. It also makes for a great lunch-box option. Unlike rice, it is a light meal on your tummy and doesn't put you to sleep in theÂ noon. Plus it has a medley of veggies, and a subtle flavour of the spices that are not too overpowering. Try this Vermicelli Biryani for your lunch box or a quick snack with a glass of masala chai on those chill evenings.",Indian,South Indian Breakfast,Vegetarian,"

							 		250 grams Semiya (Vermicelli)							 		, MTR Roasted							 	

							 		1 Carrot (Gajjar)							 		, finely chopped							 	

Green beans (French Beans)							 		, finely chopped							 	

							 		1 Green Bell Pepper (Capsicum)							 		, diced							 	

							 		1 Onion							 		, finely sliced							 	

							 		1 cup Green peas (Matar) 

							 		1/2 teaspoon Garam masala powder 

							 		1/2 teaspoon Coriander Powder (Dhania) 

							 		1/2 teaspoon Biryani Masala 

							 		1 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Cumin seeds (Jeera) 

Oil							 		, as needed							 	
To grind into a paste:

							 		1 Onion							 		, chopped							 	

							 		1 teaspoon Fennel seeds (Saunf) 

							 		2-3 Green Chilli 

Coriander (Dhania) Leaves							 		, handful							 	

							 		2 cloves Garlic 

							 		1/2 inch Ginger 
","To begin the preparation of Vermicelli Biryani, first heat half a teaspoon of oil in a pan and add the ingredients to grind one after the other and slowly saute them on low flame until they slightly wilt and the raw smell goes. Cool and grind to a smooth paste. Keep Aside.Â In a pan, heat oil, add jeera, once it starts spluttering, add onions, saute till they're translucent. Add the carrot, capsicum, beans and peas, slowly saute them till they're slightly tender. Now add turmeric, garam masala, dhaniya powder, biryani masala and mix till they're well incorporated.Â Add the ground paste, salt and fry for 2-3 minutes. Add 1 cup of water, and let it come to a boil. Now add the roastedÂ vermicelliÂ and mix them all together. Cook it covered for about 5-7 minutes until theÂ vermicelliÂ has cooked al dente.Â Sprinkle some coriander leaves and enjoy the Vermicelli Biryani while it is hot.Â ",1238,312.3705794,10.79533444,38.85628611
Matar Poha Recipe (Flattened Rice Stir Fry with Green Peas),https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Monika_Manchanda/Matar_Peas_Poha.jpg,"With winter comes the delightful winter food, the freshest vegetables that can take any dish to the next level. Peas are one of my favorite winter vegetables and this Matar Poha Recipe made with fresh peas (you can use frozen peas when fresh are not available) is an ideal and healthy breakfast or snack. The Matar Poha is perfect for the kiddie snack box as well.",North Indian Recipes,North Indian Breakfast,Vegetarian,"

							 		1 1/2 cups Poha (Flattened rice) 

							 		1 cup Green peas (Matar) 

							 		2 Onions							 		, finely chopped							 	

							 		3 Green Chillies							 		, finely chopped							 	

							 		1/2 teaspoon Turmeric powder (Haldi) 

							 		1 teaspoon Mustard seeds (Rai/ Kadugu) 

							 		1 teaspoon Cumin seeds (Jeera) 

							 		2 sprig Curry leaves 

							 		1/4 teaspoon Asafoetida (hing) 

Salt							 		, to taste							 	

Coriander (Dhania) Leaves							 		, finely chopped							 	

Lemon juice							 		, from one lemon							 	
","To begin making the Matar Poha Recipe, in a large pan blanch the fresh peas with a little salt. Once boiled, drain the water and keep the green peas aside.Wash the poha in fresh water once, drain the water and keep aside the poha. Don't leave a lot of water in the poha else it will turn mushy.In a heavy bottom kadai, heat oil. Add asafoetida and let it fry for about a minute. Add the cumin and mustard seeds and fry for 2 minutes till the mustard splutters and the cumin turns golden brown.Add curry leaves and split green chillies to the oil, fry for one minute. Now add the onions and fry till they are translucent and lightly golden. Stir in the turmeric, salt, the blanched peas, and the washed poha.Stir well to combine. Sprinkle a little water, cover the pan and allow the flavors to get well incorporated into the matar poha.After a couple of minutes, check the salt and spice levels and adjust to suit your taste. Turn off the heat and cover the pan for 5-6 minutes. The poha will cook in steam. Finally stir in the choppedÂ coriander leaves and squeeze in the juice from one lemon.Serve the Matar Poha for breakfast or as an evening tea time snack topped with Bhujia.",183,44.70155,6.7047,9.7302
